,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,LONGTITUDE,POSTAL,ROAD_NAME,SEARCHVAL,X,Y,address
2,11 RIVERVALE CRESCENT DBS RIVERVALE MALL SINGAPORE 545082,11,DBS RIVERVALE MALL,1.3922173269999998,103.90447309999999,103.90447309999999,545082,RIVERVALE CRESCENT,DBS RIVERVALE MALL,35918.56129,41569.953610000004,545082
3,11 RIVERVALE CRESCENT UOB RIVERVALE MALL SINGAPORE 545082,11,UOB RIVERVALE MALL,1.3922173269999998,103.90447309999999,103.90447309999999,545082,RIVERVALE CRESCENT,UOB RIVERVALE MALL,35918.56129,41569.953610000004,545082
4,11 RIVERVALE CRESCENT OCBC RIVERVALE MALL SINGAPORE 545082,11,OCBC RIVERVALE MALL,1.3922173269999998,103.90447309999999,103.90447309999999,545082,RIVERVALE CRESCENT,OCBC RIVERVALE MALL,35918.56129,41569.953610000004,545082
5,11 RIVERVALE CRESCENT OCBC RIVERVALE MALL - FAIRPRICE SINGAPORE 545082,11,OCBC RIVERVALE MALL - FAIRPRICE,1.3922173269999998,103.90447309999999,103.90447309999999,545082,RIVERVALE CRESCENT,OCBC RIVERVALE MALL - FAIRPRICE,35918.56129,41569.953610000004,545082
0,301 PUNGGOL CENTRAL CORALINUS SINGAPORE 820301,301,CORALINUS,1.4037193980000002,103.906138,103.906138,820301,PUNGGOL CENTRAL,CORALINUS,36103.80746,42841.80103,820301
1,301 PUNGGOL CENTRAL UOB PUNGGOL CENTRAL SINGAPORE 820301,301,UOB PUNGGOL CENTRAL,1.403580476,103.906279,103.906279,820301,PUNGGOL CENTRAL,UOB PUNGGOL CENTRAL,36119.500289999996,42826.44021,820301
0,23 MANDAI ESTATE WESTLITE JUNIPER SINGAPORE 729937,23,WESTLITE JUNIPER,1.40630278,103.7606146,103.7606146,729937,MANDAI ESTATE,WESTLITE JUNIPER,19909.04697,43127.45828,729937
0,399 YUNG SHENG ROAD TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,399,TAMAN JURONG SHOPPING CENTRE,1.334844875,103.720462,103.720462,610399,YUNG SHENG ROAD,TAMAN JURONG SHOPPING CENTRE,15440.2441,35226.16899,610399
1,399 YUNG SHENG ROAD IMAN CHILDCARE (JURONG) PTE. LTD. SINGAPORE 610399,399,IMAN CHILDCARE (JURONG) PTE. LTD.,1.335042029,103.720268,103.720268,610399,YUNG SHENG ROAD,IMAN CHILDCARE (JURONG) PTE. LTD.,15418.6545,35247.9703,610399
2,399 YUNG SHENG ROAD UOB TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,399,UOB TAMAN JURONG SHOPPING CENTRE,1.334844875,103.720462,103.720462,610399,YUNG SHENG ROAD,UOB TAMAN JURONG SHOPPING CENTRE,15440.2441,35226.16899,610399
3,399 YUNG SHENG ROAD DBS NTUC TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,399,DBS NTUC TAMAN JURONG SHOPPING CENTRE,1.334844875,103.720462,103.720462,610399,YUNG SHENG ROAD,DBS NTUC TAMAN JURONG SHOPPING CENTRE,15440.2441,35226.16899,610399
4,399 YUNG SHENG ROAD OCBC TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,399,OCBC TAMAN JURONG SHOPPING CENTRE,1.334844875,103.720462,103.720462,610399,YUNG SHENG ROAD,OCBC TAMAN JURONG SHOPPING CENTRE,15440.2441,35226.16899,610399
5,399 YUNG SHENG ROAD DBS TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,399,DBS TAMAN JURONG SHOPPING CENTRE,1.334764225,103.7204608,103.7204608,610399,YUNG SHENG ROAD,DBS TAMAN JURONG SHOPPING CENTRE,15440.1095,35217.251169999996,610399
6,399 YUNG SHENG ROAD JUST KIDS @ TAMAN JURONG PTE. LTD. SINGAPORE 610399,399,JUST KIDS @ TAMAN JURONG PTE. LTD.,1.335042029,103.720268,103.720268,610399,YUNG SHENG ROAD,JUST KIDS @ TAMAN JURONG PTE. LTD.,15418.6545,35247.9703,610399
7,399 YUNG SHENG ROAD OCBC TAMAN JURONG SHOPPING CENTRE - FAIRPRICE SINGAPORE 610399,399,OCBC TAMAN JURONG SHOPPING CENTRE - FAIRPRICE,1.334844875,103.720462,103.720462,610399,YUNG SHENG ROAD,OCBC TAMAN JURONG SHOPPING CENTRE - FAIRPRICE,15440.2441,35226.16899,610399
8,399 YUNG SHENG ROAD JURONG-CLEMENTI TOWN COUNCIL (TAMAN JURONG COLLECTION & SERVICE CENTRE) SINGAPORE 610399,399,JURONG-CLEMENTI TOWN COUNCIL (TAMAN JURONG COLLECTION & SERVICE CENTRE),1.334665446,103.7206855,103.7206855,610399,YUNG SHENG ROAD,JURONG-CLEMENTI TOWN COUNCIL (TAMAN JURONG COLLECTION & SERVICE CENTRE),15465.114969999999,35206.32751,610399
0,376 BUKIT BATOK STREET 31 SINGAPORE 650376,376,NIL,1.3583170519999999,103.74957990000001,103.74957990000001,650376,BUKIT BATOK STREET 31,376 BUKIT BATOK STREET 31 SINGAPORE 650376,18680.847980000002,37821.47571,650376
0,78 SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555974,78,SERANGOON GARDEN ESTATE,1.36428137,103.8651339,103.8651339,555974,SERANGOON GARDEN WAY,SERANGOON GARDEN ESTATE,31540.672560000003,38480.84142,555974
1,78A SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555974,78A,SERANGOON GARDEN ESTATE,1.36428137,103.8651339,103.8651339,555974,SERANGOON GARDEN WAY,SERANGOON GARDEN ESTATE,31540.67259,38480.841389999994,555974
0,768 WOODLANDS AVENUE 6 SINGAPORE VETERINARY ANIMAL CLINIC SINGAPORE 730768,768,SINGAPORE VETERINARY ANIMAL CLINIC,1.4458129769999999,103.7982191,103.7982191,730768,WOODLANDS AVENUE 6,SINGAPORE VETERINARY ANIMAL CLINIC,24093.97939,47496.20112,730768
1,768 WOODLANDS AVENUE 6 KINDERLAND PRESCHOOL SINGAPORE 730768,768,KINDERLAND PRESCHOOL,1.445622899,103.798141,103.798141,730768,WOODLANDS AVENUE 6,KINDERLAND PRESCHOOL,24085.2873,47475.18339,730768
2,768 WOODLANDS AVENUE 6 DBS WOODLANDS MART SINGAPORE 730768,768,DBS WOODLANDS MART,1.44564787,103.7981623,103.7981623,730768,WOODLANDS AVENUE 6,DBS WOODLANDS MART,24087.6565,47477.9445,730768
3,768 WOODLANDS AVENUE 6 CENTRAL 24-HR CLINIC (WOODLANDS) SINGAPORE 730768,768,CENTRAL 24-HR CLINIC (WOODLANDS),1.445717841,103.79816629999999,103.79816629999999,730768,WOODLANDS AVENUE 6,CENTRAL 24-HR CLINIC (WOODLANDS),24088.105190000002,47485.68157,730768
4,768 WOODLANDS AVENUE 6 UOB WOODLANDS MART SINGAPORE 730768,768,UOB WOODLANDS MART,1.44564787,103.7981623,103.7981623,730768,WOODLANDS AVENUE 6,UOB WOODLANDS MART,24087.6565,47477.9445,730768
5,768 WOODLANDS AVENUE 6 OCBC WOODLANDS MART SINGAPORE 730768,768,OCBC WOODLANDS MART,1.44564787,103.7981623,103.7981623,730768,WOODLANDS AVENUE 6,OCBC WOODLANDS MART,24087.6565,47477.9445,730768
6,768 WOODLANDS AVENUE 6 WOODLANDS MART SINGAPORE 730768,768,WOODLANDS MART,1.44564787,103.7981623,103.7981623,730768,WOODLANDS AVENUE 6,WOODLANDS MART,24087.656469999998,47477.9445,730768
0,23 SERANGOON CENTRAL OCBC NEX - FAIRPRICE SINGAPORE 556083,23,OCBC NEX - FAIRPRICE,1.350438181,103.8717045,103.8717045,556083,SERANGOON CENTRAL,OCBC NEX - FAIRPRICE,32271.927819999997,36950.142510000005,556083
1,23 SERANGOON CENTRAL NEX SINGAPORE 556083,23,NEX,1.3506755209999999,103.87186159999999,103.87186159999999,556083,SERANGOON CENTRAL,NEX,32289.407369999997,36976.38667,556083
2,23 SERANGOON CENTRAL CITIBANK NEX MALL SINGAPORE 556083,23,CITIBANK NEX MALL,1.350645795,103.8725905,103.8725905,556083,SERANGOON CENTRAL,CITIBANK NEX MALL,32370.5216,36973.10099,556083
3,23 SERANGOON CENTRAL SERANGOON BUS INTERCHANGE SINGAPORE 556083,23,SERANGOON BUS INTERCHANGE,1.350769352,103.87229609999999,103.87229609999999,556083,SERANGOON CENTRAL,SERANGOON BUS INTERCHANGE,32337.76529,36986.76281,556083
4,23 SERANGOON CENTRAL SHAW THEATRRES NEX SINGAPORE 556083,23,SHAW THEATRRES NEX,1.350731854,103.8723132,103.8723132,556083,SERANGOON CENTRAL,SHAW THEATRRES NEX,32339.66448,36982.616460000005,556083
5,23 SERANGOON CENTRAL OCBC NEX BRANCH SINGAPORE 556083,23,OCBC NEX BRANCH,1.350438181,103.8717045,103.8717045,556083,SERANGOON CENTRAL,OCBC NEX BRANCH,32271.927819999997,36950.142510000005,556083
6,23 SERANGOON CENTRAL THE VETERINARY CLINIC PTE LTD (NEX MALL BRANCH) SINGAPORE 556083,23,THE VETERINARY CLINIC PTE LTD (NEX MALL BRANCH),1.350888822,103.8721157,103.8721157,556083,SERANGOON CENTRAL,THE VETERINARY CLINIC PTE LTD (NEX MALL BRANCH),32317.680689999997,36999.972780000004,556083
7,23 SERANGOON CENTRAL SERANGOON PUBLIC LIBRARY SINGAPORE 556083,23,SERANGOON PUBLIC LIBRARY,1.3503130840000002,103.8729295,103.8729295,556083,SERANGOON CENTRAL,SERANGOON PUBLIC LIBRARY,32408.24828,36936.3121,556083
8,23 SERANGOON AVENUE 2 CS MONTESSORI KINDERGARTEN @ SERANGOON SINGAPORE 556083,23,CS MONTESSORI KINDERGARTEN @ SERANGOON,1.350675514,103.87186159999999,103.87186159999999,556083,SERANGOON AVENUE 2,CS MONTESSORI KINDERGARTEN @ SERANGOON,32289.408310000003,36976.385910000005,556083
9,23 SERANGOON AVENUE 2 STANDARD CHARTERED BANK NEX SERANGOON SINGAPORE 556083,23,STANDARD CHARTERED BANK NEX SERANGOON,1.3507834969999999,103.87256529999999,103.87256529999999,556083,SERANGOON AVENUE 2,STANDARD CHARTERED BANK NEX SERANGOON,32367.7203,36988.3273,556083
0,57 DAWSON ROAD DAWSON PLACE SINGAPORE 142057,57,DAWSON PLACE,1.292702527,103.8109718,103.8109718,142057,DAWSON ROAD,DAWSON PLACE,25513.000669999998,30566.007489999996,142057
1,57 DAWSON ROAD OCBC DAWSON PLACE SINGAPORE 142057,57,OCBC DAWSON PLACE,1.292702527,103.8109718,103.8109718,142057,DAWSON ROAD,OCBC DAWSON PLACE,25513.0007,30566.007489999996,142057
2,57 DAWSON ROAD DBS NTUC DAWSON PLACE SINGAPORE 142057,57,DBS NTUC DAWSON PLACE,1.292702527,103.8109718,103.8109718,142057,DAWSON ROAD,DBS NTUC DAWSON PLACE,25513.0007,30566.007489999996,142057
3,57 DAWSON ROAD SEEDLINGS MONTESSORI ALEXANDRA PTE LTD SINGAPORE 142057,57,SEEDLINGS MONTESSORI ALEXANDRA PTE LTD,1.292703398,103.810959,103.810959,142057,DAWSON ROAD,SEEDLINGS MONTESSORI ALEXANDRA PTE LTD,25511.56779,30566.10389,142057
4,57 DAWSON ROAD UOB DAWSON PLACE SINGAPORE 142057,57,UOB DAWSON PLACE,1.292703398,103.810959,103.810959,142057,DAWSON ROAD,UOB DAWSON PLACE,25511.56739,30566.10389,142057
0,68 ORCHARD ROAD CITIBANK PLAZA SINGAPURA SINGAPORE 238839,68,CITIBANK PLAZA SINGAPURA,1.30083413,103.8450727,103.8450727,238839,ORCHARD ROAD,CITIBANK PLAZA SINGAPURA,29308.132589999997,31465.15039,238839
1,68 ORCHARD ROAD HSBC PLAZA SINGAPURA SINGAPORE 238839,68,HSBC PLAZA SINGAPURA,1.300834972,103.8450729,103.8450729,238839,ORCHARD ROAD,HSBC PLAZA SINGAPURA,29308.15284,31465.2435,238839
2,68 ORCHARD ROAD OCBC PLAZA SINGAPURA SINGAPORE 238839,68,OCBC PLAZA SINGAPURA,1.300820718,103.8450673,103.8450673,238839,ORCHARD ROAD,OCBC PLAZA SINGAPURA,29307.523810000002,31463.667289999998,238839
3,68 ORCHARD ROAD DBS PLAZA SINGAPURA BRANCH SINGAPORE 238839,68,DBS PLAZA SINGAPURA BRANCH,1.300820718,103.8450673,103.8450673,238839,ORCHARD ROAD,DBS PLAZA SINGAPURA BRANCH,29307.523810000002,31463.667289999998,238839
4,68 ORCHARD ROAD STANDARD CHARTERED BANK PLAZA SINGAPURA SINGAPORE 238839,68,STANDARD CHARTERED BANK PLAZA SINGAPURA,1.30083413,103.8450727,103.8450727,238839,ORCHARD ROAD,STANDARD CHARTERED BANK PLAZA SINGAPURA,29308.132589999997,31465.15039,238839
5,68 ORCHARD ROAD PLAZA SINGAPURA SINGAPORE 238839,68,PLAZA SINGAPURA,1.300820718,103.8450673,103.8450673,238839,ORCHARD ROAD,PLAZA SINGAPURA,29307.52378,31463.667289999998,238839
6,68 ORCHARD ROAD GOLDEN VILLAGE (GV PLAZA) SINGAPORE 238839,68,GOLDEN VILLAGE (GV PLAZA),1.300820718,103.8450673,103.8450673,238839,ORCHARD ROAD,GOLDEN VILLAGE (GV PLAZA),29307.52378,31463.667289999998,238839
7,68 ORCHARD ROAD UOB PLAZA SINGAPURA SINGAPORE 238839,68,UOB PLAZA SINGAPURA,1.300820718,103.8450673,103.8450673,238839,ORCHARD ROAD,UOB PLAZA SINGAPURA,29307.523810000002,31463.667289999998,238839
0,115 BEDOK NORTH ROAD HDB-BEDOK SINGAPORE 460115,115,HDB-BEDOK,1.33143368,103.93686540000002,103.93686540000002,460115,BEDOK NORTH ROAD,HDB-BEDOK,39523.6949,34848.930239999994,460115
1,115 BEDOK NORTH ROAD PCF SPARKLETOTS PRESCHOOL @ FENGSHAN 115 (CC) SINGAPORE 460115,115,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN 115 (CC),1.331433688,103.93686540000002,103.93686540000002,460115,BEDOK NORTH ROAD,PCF SPARKLETOTS PRESCHOOL @ FENGSHAN 115 (CC),39523.69569,34848.93109,460115
0,639 PUNGGOL DRIVE THE MEADOWS SINGAPORE 820639,639,THE MEADOWS,1.399446151,103.9160547,103.9160547,820639,PUNGGOL DRIVE,THE MEADOWS,37207.41214,42369.32322,820639
1,639 PUNGGOL DRIVE DBS PUNGGOL DRIVE SINGAPORE 820639,639,DBS PUNGGOL DRIVE,1.3994611780000001,103.9160545,103.9160545,820639,PUNGGOL DRIVE,DBS PUNGGOL DRIVE,37207.394889999996,42370.98491,820639
0,625 ELIAS ROAD ELIAS MALL SINGAPORE 510625,625,ELIAS MALL,1.378570261,103.9419891,103.9419891,510625,ELIAS ROAD,ELIAS MALL,40093.67635,40061.08679,510625
1,625 ELIAS ROAD MONTE KIDZ WORLD (PASIR RIS) SINGAPORE 510625,625,MONTE KIDZ WORLD (PASIR RIS),1.378607179,103.94191640000001,103.94191640000001,510625,ELIAS ROAD,MONTE KIDZ WORLD (PASIR RIS),40085.58152,40065.16858,510625
2,625 ELIAS ROAD CHERIE HEARTS KIDZ CAMPUS PTE. LTD. SINGAPORE 510625,625,CHERIE HEARTS KIDZ CAMPUS PTE. LTD.,1.37860239,103.9419782,103.9419782,510625,ELIAS ROAD,CHERIE HEARTS KIDZ CAMPUS PTE. LTD.,40092.4607,40064.6394,510625
0,65 AIRPORT BOULEVARD OCBC CHANGI AIRPORT TERMINAL 3 - BASEMENT 2 SOUTH (IN FRONT OF FOODCOURT) SINGAPORE 819663,65,OCBC CHANGI AIRPORT TERMINAL 3 - BASEMENT 2 SOUTH (IN FRONT OF FOODCOURT),1.355568558,103.98585209999999,103.98585209999999,819663,AIRPORT BOULEVARD,OCBC CHANGI AIRPORT TERMINAL 3 - BASEMENT 2 SOUTH (IN FRONT OF FOODCOURT),44975.25255,37517.93417,819663
1,65 AIRPORT BOULEVARD CHANGI AIRPORT TERMINAL 3 BUILDING SINGAPORE 819663,65,CHANGI AIRPORT TERMINAL 3 BUILDING,1.356716112,103.98651459999999,103.98651459999999,819663,AIRPORT BOULEVARD,CHANGI AIRPORT TERMINAL 3 BUILDING,45048.97555,37644.82997,819663
2,65 AIRPORT BOULEVARD CHANGI AIRPORT BUS TERMINAL 3 SINGAPORE 819663,65,CHANGI AIRPORT BUS TERMINAL 3,1.356406287,103.9862118,103.9862118,819663,AIRPORT BOULEVARD,CHANGI AIRPORT BUS TERMINAL 3,45015.28032,37610.56885,819663
3,65 AIRPORT BOULEVARD DBS CHANGI AIRPORT TERMINAL 3 ARRIVAL MEETING HALL SINGAPORE 819663,65,DBS CHANGI AIRPORT TERMINAL 3 ARRIVAL MEETING HALL,1.3543707409999999,103.9851696,103.9851696,819663,AIRPORT BOULEVARD,DBS CHANGI AIRPORT TERMINAL 3 ARRIVAL MEETING HALL,44899.31239,37385.480410000004,819663
4,65 AIRPORT BOULEVARD DBS CHANGI AIRPORT TERMINAL 3 DEPARTURE CHECK-IN HALL SINGAPORE 819663,65,DBS CHANGI AIRPORT TERMINAL 3 DEPARTURE CHECK-IN HALL,1.3543707409999999,103.9851696,103.9851696,819663,AIRPORT BOULEVARD,DBS CHANGI AIRPORT TERMINAL 3 DEPARTURE CHECK-IN HALL,44899.31239,37385.480410000004,819663
5,65 AIRPORT BOULEVARD OCBC CHANGI AIRPORT TERMINAL 3 - ARRIVAL HALL NORTH SINGAPORE 819663,65,OCBC CHANGI AIRPORT TERMINAL 3 - ARRIVAL HALL NORTH,1.355568558,103.98585209999999,103.98585209999999,819663,AIRPORT BOULEVARD,OCBC CHANGI AIRPORT TERMINAL 3 - ARRIVAL HALL NORTH,44975.25255,37517.93417,819663
6,65 AIRPORT BOULEVARD UOB CHANGI AIRPORT TERMINAL 3 - ARRIVAL HALL NORTH SINGAPORE 819663,65,UOB CHANGI AIRPORT TERMINAL 3 - ARRIVAL HALL NORTH,1.355889462,103.98588409999999,103.98588409999999,819663,AIRPORT BOULEVARD,UOB CHANGI AIRPORT TERMINAL 3 - ARRIVAL HALL NORTH,44978.81497,37553.41842,819663
7,65 AIRPORT BOULEVARD DBS CHANGI AIRPORT TERMINAL 3 BASEMENT 2 SINGAPORE 819663,65,DBS CHANGI AIRPORT TERMINAL 3 BASEMENT 2,1.3543707409999999,103.9851696,103.9851696,819663,AIRPORT BOULEVARD,DBS CHANGI AIRPORT TERMINAL 3 BASEMENT 2,44899.31239,37385.480410000004,819663
8,65 AIRPORT BOULEVARD HSBC CHANGI AIRPORT T3 ARRIVAL HALL SOUTH CENTRAL SINGAPORE 819663,65,HSBC CHANGI AIRPORT T3 ARRIVAL HALL SOUTH CENTRAL,1.356364149,103.9867699,103.9867699,819663,AIRPORT BOULEVARD,HSBC CHANGI AIRPORT T3 ARRIVAL HALL SOUTH CENTRAL,45077.38447,37605.9133,819663
9,65 AIRPORT BOULEVARD RAFFLES MEDICAL 24-HR CLINIC (CHANGI AIRPORT) SINGAPORE 819663,65,RAFFLES MEDICAL 24-HR CLINIC (CHANGI AIRPORT),1.356226404,103.986102,103.986102,819663,AIRPORT BOULEVARD,RAFFLES MEDICAL 24-HR CLINIC (CHANGI AIRPORT),45003.063010000005,37590.67743,819663
0,925 YISHUN CENTRAL 1 SINGAPORE 760925,925,NIL,1.428230851,103.8374503,103.8374503,760925,YISHUN CENTRAL 1,925 YISHUN CENTRAL 1 SINGAPORE 760925,28459.79392,45552.0282,760925
1,925 YISHUN CENTRAL 1 EAGER BEAVER SCHOOLHOUSE 1 PTE. LTD. SINGAPORE 760925,925,EAGER BEAVER SCHOOLHOUSE 1 PTE. LTD.,1.427505489,103.8371253,103.8371253,760925,YISHUN CENTRAL 1,EAGER BEAVER SCHOOLHOUSE 1 PTE. LTD.,28423.6301,45471.821189999995,760925
0,1 KIM SENG PROMENADE EMBASSY OF THE REPUBLIC OF KAZAKHSTAN SINGAPORE 237994,1,EMBASSY OF THE REPUBLIC OF KAZAKHSTAN,1.293410628,103.83185259999999,103.83185259999999,237994,KIM SENG PROMENADE,EMBASSY OF THE REPUBLIC OF KAZAKHSTAN,27836.84586,30644.294810000003,237994
1,1 KIM SENG PROMENADE HSBC GREAT WORD CITY SINGAPORE 237994,1,HSBC GREAT WORD CITY,1.293526325,103.8320712,103.8320712,237994,KIM SENG PROMENADE,HSBC GREAT WORD CITY,27861.18098,30657.087910000002,237994
2,1 KIM SENG PROMENADE GREAT WORLD CITY SINGAPORE 237994,1,GREAT WORLD CITY,1.293154929,103.831928,103.831928,237994,KIM SENG PROMENADE,GREAT WORLD CITY,27845.242860000002,30616.02092,237994
3,1 KIM SENG PROMENADE UOB GREAT WORLD CITY SINGAPORE 237994,1,UOB GREAT WORLD CITY,1.293475962,103.8319759,103.8319759,237994,KIM SENG PROMENADE,UOB GREAT WORLD CITY,27850.5676,30651.519089999998,237994
4,1 KIM SENG PROMENADE BRIGHTON MONTESSORI CENTRES PTE. LTD. SINGAPORE 237994,1,BRIGHTON MONTESSORI CENTRES PTE. LTD.,1.2938023509999999,103.8317579,103.8317579,237994,KIM SENG PROMENADE,BRIGHTON MONTESSORI CENTRES PTE. LTD.,27826.311210000003,30687.609510000002,237994
5,1 KIM SENG PROMENADE DBS GREAT WORLD CITY SINGAPORE 237994,1,DBS GREAT WORLD CITY,1.293475962,103.8319759,103.8319759,237994,KIM SENG PROMENADE,DBS GREAT WORLD CITY,27850.5676,30651.519089999998,237994
6,1 KIM SENG PROMENADE GOLDEN VILLAGE (GV GRAND) SINGAPORE 237994,1,GOLDEN VILLAGE (GV GRAND),1.293172204,103.83209529999999,103.83209529999999,237994,KIM SENG PROMENADE,GOLDEN VILLAGE (GV GRAND),27863.856910000002,30617.93113,237994
7,1 KIM SENG PROMENADE DBS GREAT WORLD CITY BRANCH SINGAPORE 237994,1,DBS GREAT WORLD CITY BRANCH,1.293475962,103.8319759,103.8319759,237994,KIM SENG PROMENADE,DBS GREAT WORLD CITY BRANCH,27850.5676,30651.519089999998,237994
0,101 CLEMENTI ROAD KENT VALE SINGAPORE 129787,101,KENT VALE,1.301760495,103.76937109999999,103.76937109999999,129787,CLEMENTI ROAD,KENT VALE,20883.21787,31567.67027,129787
1,101 CLEMENTI ROAD DBS NUS KENT VALE SINGAPORE 129787,101,DBS NUS KENT VALE,1.301761305,103.7693694,103.7693694,129787,CLEMENTI ROAD,DBS NUS KENT VALE,20883.03251,31567.7598,129787
0,3 TEMASEK BOULEVARD CITIBANK SUNTEC CITY MALL SINGAPORE 038983,3,CITIBANK SUNTEC CITY MALL,1.295711525,103.8585526,103.8585526,038983,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,30808.3234,30898.73,038983
1,3 TEMASEK BOULEVARD OCBC SUNTECT CITY SINGAPORE 038983,3,OCBC SUNTECT CITY,1.29487905,103.8576755,103.8576755,038983,TEMASEK BOULEVARD,OCBC SUNTECT CITY,30710.7117,30806.67828,038983
2,3 TEMASEK BOULEVARD OCBC SUNTECT CITY BRANCH SINGAPORE 038983,3,OCBC SUNTECT CITY BRANCH,1.29487905,103.8576755,103.8576755,038983,TEMASEK BOULEVARD,OCBC SUNTECT CITY BRANCH,30710.7117,30806.67828,038983
3,3 TEMASEK BOULEVARD SUNTEC CITY POST OFFICE SINGAPORE 038983,3,SUNTEC CITY POST OFFICE,1.295032461,103.8598502,103.8598502,038983,TEMASEK BOULEVARD,SUNTEC CITY POST OFFICE,30952.73771,30823.644089999998,038983
4,3 TEMASEK BOULEVARD DBS SUNTEC CITY BRANCH SINGAPORE 038983,3,DBS SUNTEC CITY BRANCH,1.294846149,103.8577052,103.8577052,038983,TEMASEK BOULEVARD,DBS SUNTEC CITY BRANCH,30714.01902,30803.04028,038983
5,3 TEMASEK BOULEVARD HSBC SUNTEC CITY BRANCH SINGAPORE 038983,3,HSBC SUNTEC CITY BRANCH,1.294923915,103.85769930000001,103.85769930000001,038983,TEMASEK BOULEVARD,HSBC SUNTEC CITY BRANCH,30713.357539999997,30811.63923,038983
6,3 TEMASEK BOULEVARD UOB SUNTEC CITY BRANCH SINGAPORE 038983,3,UOB SUNTEC CITY BRANCH,1.294324165,103.860372,103.860372,038983,TEMASEK BOULEVARD,UOB SUNTEC CITY BRANCH,31010.8091,30745.32502,038983
7,3 TEMASEK BOULEVARD DBS SUNTEC CITY BASEMENT SINGAPORE 038983,3,DBS SUNTEC CITY BASEMENT,1.294885032,103.8577171,103.8577171,038983,TEMASEK BOULEVARD,DBS SUNTEC CITY BASEMENT,30715.34194,30807.339760000003,038983
8,3 TEMASEK BOULEVARD GOLDEN VILLAGE (GV SUNTEC CITY) SINGAPORE 038983,3,GOLDEN VILLAGE (GV SUNTEC CITY),1.294859902,103.86033370000001,103.86033370000001,038983,TEMASEK BOULEVARD,GOLDEN VILLAGE (GV SUNTEC CITY),31006.5461,30804.56397,038983
