address,LATITUDE,LONGITUDE
63 NEW UPP CHANGI RD,1.323784101,103.939939
24 TIONG BAHRU RD,1.285726545,103.8312705
322 HOUGANG AVE 5,1.367098554,103.8969787
322 HOUGANG AVE 5,1.367098554,103.8969787
467A ADMIRALTY DR,1.452010334,103.813929
101 BEDOK NTH AVE 4,1.334484667,103.9379247
3 JLN BATU,1.302883932,103.8839342
26 CHAI CHEE RD,1.323311612,103.9236205
570 PASIR RIS ST 53,1.372769056,103.9465105
570 PASIR RIS ST 53,1.372770411,103.9465108
570 PASIR RIS ST 53,1.3727690469999998,103.9465105
509 WOODLANDS DR 14,1.432719712,103.7891156
684C JURONG WEST ST 64,1.343586592,103.704503
758 YISHUN ST 72,1.426029527,103.8342661
273C JURONG WEST AVE 3,1.351832419,103.7040078
4 TOH YI DR,1.338512067,103.7745698
172 YISHUN AVE 7,1.43660111,103.831091
440 HOUGANG AVE 8,1.379131967,103.8935308
440 HOUGANG AVE 8,1.379133292,103.8935279
346 JURONG EAST ST 31,1.345376173,103.7305798
346 JURONG EAST ST 31,1.345377448,103.730585
485 JURONG WEST AVE 1,1.348347108,103.727243
327C ANCHORVALE RD,1.396093199,103.8887209
505 WEST COAST DR,1.312280541,103.7599815
505 WEST COAST DR,1.312278436,103.7599789
19 JLN MEMBINA,1.285570416,103.8262762
311 HOUGANG AVE 5,1.365667331,103.8948537
311 HOUGANG AVE 5,1.365669936,103.8948478
425 BEDOK NTH RD,1.329369602,103.9290675
212 BOON LAY PL,1.349127041,103.713021
156 YUNG LOH RD,1.32789041,103.7217888
156 YUNG LOH RD,1.327892805,103.7217851
649 PUNGGOL CTRL,1.3972382369999998,103.9149154
816 TAMPINES AVE 4,1.34770505,103.9375556
411 HOUGANG AVE 10,1.374094139,103.8953126
896A TAMPINES ST 81,1.348597178,103.9325463
812 JURONG WEST ST 81,1.346308544,103.6958638
812 JURONG WEST ST 81,1.346309491,103.695869
520 HOUGANG AVE 6,1.37310428,103.890062
585 PASIR RIS ST 53,1.375350847,103.9473766
585 PASIR RIS ST 53,1.37555169,103.9475132
437 TAMPINES ST 43,1.359966245,103.9515878
608 BEDOK RESERVOIR RD,1.331841299,103.9131962
482 TAMPINES ST 43,1.361630492,103.9530009
986C JURONG WEST ST 93,1.336957064,103.6956682
352 UBI AVE 1,1.325227018,103.8994002
514 HOUGANG AVE 10,1.372116705,103.8891927
308 HOUGANG AVE 5,1.3668091080000002,103.895756
2 GHIM MOH RD,1.31237873,103.7869715
663 JLN DAMAI,1.334759317,103.9087091
457 CHOA CHU KANG AVE 4,1.378635453,103.7361868
218 BT BATOK ST 21,1.347295765,103.754196
41 CIRCUIT RD,1.327205686,103.8862674
676A CHOA CHU KANG CRES,1.4020008430000002,103.7466849
877 WOODLANDS AVE 9,1.445128761,103.7913203
877 WOODLANDS AVE 9,1.445128755,103.7913203
351 TAMPINES ST 33,1.35228456,103.9628169
351 TAMPINES ST 33,1.352815451,103.9629132
351 TAMPINES ST 33,1.352956789,103.9630674
157 TAMPINES ST 12,1.3510732909999998,103.94500390000002
225 JURONG EAST ST 21,1.34178121,103.7372515
125 HOUGANG AVE 1,1.352409842,103.8864916
125 HOUGANG AVE 1,1.352409836,103.8864916
238 LOR 1 TOA PAYOH,1.340210062,103.8515746
613 YISHUN ST 61,1.420066635,103.8352837
183 JELEBU RD,1.37994475,103.7626754
183 JELEBU RD,1.379963836,103.7630483
183 JELEBU RD,1.379963826,103.7630483
443 HOUGANG AVE 8,1.37948044,103.8932017
107 TOWNER RD,1.3197950859999998,103.8604358
107 TOWNER RD,1.319337336,103.860226
662 CHOA CHU KANG CRES,1.401474823,103.7507914
986B BUANGKOK CRES,1.382272735,103.8801292
415 TAMPINES ST 41,1.359458745,103.9469657
972 HOUGANG ST 91,1.3782204059999998,103.8794205
158 WOODLANDS ST 13,1.434032157,103.77478
136 BT BATOK WEST AVE 6,1.350900429,103.7448576
232 ANG MO KIO AVE 3,1.368346068,103.837196
108 LOR 1 TOA PAYOH,1.341552529,103.84729509999998
756 CHOA CHU KANG NTH 5,1.3924877569999998,103.7456787
572 PASIR RIS ST 53,1.37352014,103.9456155
855 JURONG WEST ST 81,1.346919494,103.6961882
619 JURONG WEST ST 65,1.3415173459999998,103.6998994
418 BEDOK NTH AVE 2,1.328564212,103.9300365
516 WEST COAST RD,1.308167622,103.76044559999998
313 TAMPINES ST 33,1.3522170480000002,103.9568041
313 TAMPINES ST 33,1.3522176680000002,103.9568099
411 SAUJANA RD,1.383100562,103.767566
530 ANG MO KIO AVE 10,1.372732438,103.8552733
618 WOODLANDS AVE 4,1.4336408880000002,103.7966442
484 ADMIRALTY LINK,1.457071216,103.8153084
205 TAMPINES ST 21,1.351717551,103.951966
205 TAMPINES ST 21,1.35171765,103.9519631
133 YISHUN ST 11,1.4325573719999998,103.8307841
412A FERNVALE LINK,1.389231236,103.8779061
59 MARINE TER,1.305859665,103.9147218
59 MARINE TER,1.305856485,103.9147299
59 MARINE TER,1.305856485,103.9147299
454 JURONG WEST ST 42,1.350928569,103.7175979
17A TELOK BLANGAH CRES,1.277382607,103.821604
716 BEDOK RESERVOIR RD,1.337837952,103.9249737
139B LOR 1A TOA PAYOH,1.336711091,103.8438782
148 WOODLANDS ST 13,1.43576275,103.77403
102 ANG MO KIO AVE 3,1.370650098,103.8394103
102 ANG MO KIO AVE 3,1.370650092,103.8394103
181 PASIR RIS ST 11,1.3643975430000002,103.9605721
672A KLANG LANE,1.308490524,103.8525463
13 EUNOS CRES,1.322686619,103.9035009
494 JURONG WEST ST 41,1.349557514,103.7243291
494 JURONG WEST ST 41,1.3495075019999998,103.724914
494 JURONG WEST ST 41,1.349501873,103.7249144
494 JURONG WEST ST 41,1.349501873,103.7249144
233 COMPASSVALE WALK,1.389940815,103.9007214
974 JURONG WEST ST 93,1.339647178,103.6932721
435 YISHUN AVE 6,1.421332274,103.847281
633 BEDOK RESERVOIR RD,1.330388938,103.9052209
899B WOODLANDS DR 50,1.436133348,103.7952643
899B WOODLANDS DR 50,1.436133346,103.7952643
842 TAMPINES ST 82,1.351738509,103.9359524
307B ANG MO KIO AVE 1,1.36583937,103.8446308
142 BISHAN ST 12,1.345501861,103.8534436
12 UPP BOON KENG RD,1.31627846,103.8738512
12 UPP BOON KENG RD,1.316329624,103.8725701
12 UPP BOON KENG RD,1.31721083,103.8728052
12 UPP BOON KENG RD,1.314230663,103.8700611
12 UPP BOON KENG RD,1.316270863,103.8739473
12 UPP BOON KENG RD,1.315573132,103.8726203
12 UPP BOON KENG RD,1.315586818,103.872464
12 UPP BOON KENG RD,1.31569112,103.8723879
12 UPP BOON KENG RD,1.314230667,103.8700612
178 EDGEFIELD PLAINS,1.399406544,103.908431
132 CLARENCE LANE,1.292255234,103.8148798
132 CLARENCE LANE,1.292071781,103.8149499
288D BT BATOK ST 25,1.345803048,103.7592601
174C EDGEDALE PLAINS,1.396973051,103.9104245
229 PASIR RIS ST 21,1.3726893480000002,103.9617806
229 PASIR RIS ST 21,1.372688535,103.9617786
229 PASIR RIS ST 21,1.372688535,103.9617786
35 JLN RUMAH TINGGI,1.287693947,103.8089335
35 JLN RUMAH TINGGI,1.287965957,103.8089558
35 JLN RUMAH TINGGI,1.287973009,103.8088393
335 TAMPINES ST 32,1.352504939,103.9605945
410A FERNVALE RD,1.390052695,103.8759405
325 CLEMENTI AVE 5,1.315096685,103.7668174
325 CLEMENTI AVE 5,1.315426719,103.7668401
584 WOODLANDS DR 16,1.429557314,103.7948078
653C JURONG WEST ST 61,1.335425627,103.6969347
653C JURONG WEST ST 61,1.335425617,103.6969347
31 HOLLAND CL,1.306975268,103.7970803
31 HOLLAND CL,1.307022108,103.7970243
360 BT BATOK ST 31,1.3610670480000002,103.7506254
915 HOUGANG ST 91,1.377521837,103.8838133
915 HOUGANG ST 91,1.377518935,103.883568
915 HOUGANG ST 91,1.377570295,103.8835662
141 PASIR RIS ST 11,1.36418011,103.9587356
312 TAMPINES ST 33,1.352570368,103.9572573
617C PUNGGOL DR,1.40194562,103.9124567
177 WOODLANDS ST 13,1.434357914,103.7780884
328 SERANGOON AVE 3,1.3502861590000002,103.8683526
188B RIVERVALE DR,1.394540687,103.905459
239 LOR 1 TOA PAYOH,1.340508942,103.8510407
724 JURONG WEST ST 72,1.345086718,103.6981859
724 JURONG WEST ST 72,1.345086716,103.6981859
724 JURONG WEST ST 72,1.3450905219999998,103.6981906
218 PETIR RD,1.37446598,103.7736063
58 STRATHMORE AVE,1.29308496,103.8107889
310 TAMPINES ST 32,1.353463207,103.9571131
662 YISHUN AVE 4,1.4205393240000002,103.8406901
662 YISHUN AVE 4,1.4204727380000002,103.8405299
894B WOODLANDS DR 50,1.436009439,103.7895075
894B WOODLANDS DR 50,1.435999884,103.7895078
894B WOODLANDS DR 50,1.436009459,103.7897218
128 RIVERVALE ST,1.390490496,103.9026885
750 WOODLANDS AVE 4,1.444340363,103.7939491
750 WOODLANDS AVE 4,1.444423026,103.7938837
326 TAMPINES ST 32,1.352628551,103.9586445
79 MARINE DR,1.301533134,103.907812
309 CANBERRA RD,1.4467573459999998,103.8215624
309 CANBERRA RD,1.44675734,103.8215624
805 CHAI CHEE RD,1.324306049,103.9216254
103 SPOTTISWOODE PK RD,1.274660969,103.8352798
980 JURONG WEST ST 93,1.339117748,103.6936715
82 STRATHMORE AVE,1.2945452590000002,103.8087511
82 STRATHMORE AVE,1.294524989,103.8087559
82 STRATHMORE AVE,1.294545264,103.8087511
588C ANG MO KIO ST 52,1.37183157,103.853671
106 LENGKONG TIGA,1.325088459,103.9100088
212B COMPASSVALE DR,1.386185145,103.9005512
112 YISHUN RING RD,1.434168645,103.829055
585 WOODLANDS DR 16,1.429205974,103.7954083
585 WOODLANDS DR 16,1.429415599,103.7953999
669 HOUGANG AVE 8,1.373370225,103.8840994
420 FAJAR RD,1.3846500069999998,103.7695173
350 UBI AVE 1,1.325804085,103.90129240000002
122B SENGKANG EAST WAY,1.3871648980000002,103.9065344
703 WOODLANDS DR 40,1.440956563,103.7965766
256 BISHAN ST 22,1.361318448,103.8426838
256 BISHAN ST 22,1.361318449,103.8426838
504 BEDOK NTH ST 3,1.331880003,103.9323894
626 CHOA CHU KANG ST 62,1.398320829,103.7458781
626 CHOA CHU KANG ST 62,1.398320205,103.7458801
547 ANG MO KIO AVE 10,1.374209517,103.8582097
195E PUNGGOL RD,1.4017179919999998,103.9071773
319 UBI AVE 1,1.328273258,103.9035943
288 CHOA CHU KANG AVE 3,1.378938615,103.7410231
288 CHOA CHU KANG AVE 3,1.378938896,103.7410271
277B COMPASSVALE LINK,1.382336659,103.8945108
277B COMPASSVALE LINK,1.382336657,103.8945108
881 TAMPINES ST 84,1.352311805,103.9327843
133 SIMEI ST 1,1.347313666,103.9556785
89 TANGLIN HALT RD,1.301200354,103.7989219
310 SHUNFU RD,1.350851679,103.8386791
296 CHOA CHU KANG AVE 2,1.376623081,103.7430682
296 CHOA CHU KANG AVE 2,1.37658461,103.7422972
296 CHOA CHU KANG AVE 2,1.37738338,103.7407814
296 CHOA CHU KANG AVE 2,1.37691702,103.74304709999998
296 CHOA CHU KANG AVE 2,1.377141549,103.7409433
296 CHOA CHU KANG AVE 2,1.376847726,103.741509
296 CHOA CHU KANG AVE 2,1.377415555,103.7407815
857 WOODLANDS ST 83,1.440261709,103.7940135
496D TAMPINES AVE 9,1.3614981940000002,103.9501211
496D TAMPINES AVE 9,1.361626114,103.9499918
556 ANG MO KIO AVE 10,1.3720323630000002,103.8576254
556 ANG MO KIO AVE 10,1.3720323580000002,103.8576254
395 TAMPINES AVE 7,1.3558637919999998,103.9560491
50 DORSET RD,1.312724567,103.8503761
50 DORSET RD,1.313154788,103.8509083
50 DORSET RD,1.313130993,103.8508679
50 DORSET RD,1.313130993,103.8508679
180B MARSILING RD,1.439056598,103.7783498
43 LENGKOK BAHRU,1.286955402,103.8110008
269C PUNGGOL FIELD,1.4036520330000002,103.8985316
711 HOUGANG AVE 2,1.366338632,103.8877752
213 BISHAN ST 23,1.357178221,103.848153
213 BISHAN ST 23,1.35717823,103.848153
213 BISHAN ST 23,1.357178239,103.84815290000002
132 YISHUN ST 11,1.432778464,103.831224
826 YISHUN ST 81,1.414174103,103.8324542
246 JURONG EAST ST 24,1.341776588,103.7400573
128 POTONG PASIR AVE 1,1.334803977,103.8657878
180B RIVERVALE CRES,1.389947187,103.9094499
542 ANG MO KIO AVE 10,1.3747384130000002,103.8558768
417 BT BATOK WEST AVE 4,1.362890991,103.7465392
417 BT BATOK WEST AVE 4,1.3629029330000002,103.7464834
415 SERANGOON CTRL,1.349796527,103.8744996
270A SENGKANG CTRL,1.385751978,103.894255
214 BEDOK NTH ST 1,1.325875651,103.932493
127 SIMEI ST 1,1.346584244,103.9543164
235 CHOA CHU KANG CTRL,1.379756644,103.7487492
235 CHOA CHU KANG CTRL,1.379782277,103.7487596
788C WOODLANDS CRES,1.4438717980000002,103.8018334
22 HAVELOCK RD,1.2887848240000002,103.8282685
22 HAVELOCK RD,1.288746037,103.8288242
22 HAVELOCK RD,1.288596672,103.8291763
22 HAVELOCK RD,1.287747355,103.8295314
22 HAVELOCK RD,1.287931452,103.8296348
474 TAMPINES ST 43,1.359872992,103.9527876
14 BEDOK STH AVE 2,1.321361191,103.9361854
265 BOON LAY DR,1.34567943,103.7065993
303 ANG MO KIO AVE 1,1.366649205,103.8452546
479 PASIR RIS DR 4,1.3751771469999998,103.9592072
5 UPP ALJUNIED LANE,1.33372866,103.8798985
110 CLEMENTI ST 13,1.322845078,103.7708988
104 JURONG EAST ST 13,1.336584653,103.7376233
347 WOODLANDS AVE 3,1.433191403,103.7815949
347 WOODLANDS AVE 3,1.433178321,103.7815949
892 TAMPINES AVE 8,1.349012829,103.9292428
335 UBI AVE 1,1.326041655,103.9028293
10 EUNOS CRES,1.322286559,103.9027205
260 TAMPINES ST 21,1.35464006,103.9501008
391 TAMPINES AVE 7,1.355631541,103.9579533
107 PASIR RIS ST 12,1.367509667,103.9575189
151 SIMEI ST 1,1.345754827,103.9572689
441 JURONG WEST AVE 1,1.351327315,103.7203831
9 REDHILL CL,1.28494012,103.81641
375 HOUGANG ST 31,1.363158279,103.8895552
82 MACPHERSON LANE,1.332283325,103.88562009999998
927 HOUGANG ST 91,1.376622658,103.8807505
927 HOUGANG ST 91,1.376623353,103.88079609999998
927 HOUGANG ST 91,1.376622657,103.8807505
310C PUNGGOL WALK,1.409710961,103.8998984
285B TOH GUAN RD,1.338423949,103.74685490000002
355 TAMPINES ST 33,1.355050591,103.9616
355 TAMPINES ST 33,1.355050584,103.9616
390 YISHUN AVE 6,1.429212793,103.8484039
122 GEYLANG EAST CTRL,1.317679503,103.8849715
122 GEYLANG EAST CTRL,1.317679508,103.8849716
410 TAMPINES ST 41,1.3587828830000002,103.9460781
130 BT MERAH VIEW,1.284587128,103.8243603
517 CHOA CHU KANG ST 51,1.391072228,103.7428974
517 CHOA CHU KANG ST 51,1.3910698869999998,103.7428957
18 TECK WHYE LANE,1.3782976880000002,103.7540714
570B WOODLANDS AVE 1,1.431063955,103.7904541
570B WOODLANDS AVE 1,1.431063955,103.7904541
570B WOODLANDS AVE 1,1.431063955,103.7904541
296 YISHUN ST 20,1.435392246,103.835501
210 BT BATOK ST 21,1.345480082,103.7499561
651 YISHUN AVE 4,1.423365101,103.8391035
520 JELAPANG RD,1.386467579,103.76650759999998
405B FERNVALE LANE,1.389002004,103.8736702
405B FERNVALE LANE,1.388997576,103.8736702
612 ELIAS RD,1.374629851,103.942021
612 ELIAS RD,1.374627225,103.9420235
109A DEPOT RD,1.280957713,103.8094402
206D COMPASSVALE LANE,1.386967719,103.8972601
411B FERNVALE RD,1.3901626180000002,103.8770562
786D WOODLANDS DR 60,1.446419125,103.8010275
104 BEDOK RESERVOIR RD,1.329245367,103.9099237
10 JLN KUKOH,1.286973834,103.8390758
538 JURONG WEST AVE 1,1.349993899,103.715473
352 TAMPINES ST 33,1.354165275,103.9624426
370 WOODLANDS AVE 1,1.432542705,103.7873877
314 TAMPINES ST 33,1.352217026,103.9571261
808 TAMPINES AVE 4,1.346494838,103.9360476
602 WOODLANDS DR 42,1.438217416,103.7963915
271C PUNGGOL WALK,1.403941659,103.9010343
37 TANGLIN HALT RD,1.297772317,103.7980171
401 CHOA CHU KANG AVE 3,1.379692642,103.7397607
301 JURONG EAST ST 32,1.34404145,103.7355001
795A YISHUN RING RD,1.419411849,103.8328413
41 HOLLAND DR,1.307620049,103.7934635
633 VEERASAMY RD,1.305706696,103.8549432
633 VEERASAMY RD,1.305706697,103.8549433
5 BEDOK STH AVE 2,1.322191579,103.9343993
347B YISHUN AVE 11,1.427495093,103.8423771
2A BOON TIONG RD,1.286529621,103.8331631
246 BISHAN ST 22,1.360944332,103.843679
246 BISHAN ST 22,1.3606741619999998,103.8433536
246 BISHAN ST 22,1.3606610069999998,103.8433666
35 CIRCUIT RD,1.329158997,103.8860103
252 HOUGANG AVE 3,1.360165215,103.8927117
611 JURONG WEST ST 65,1.338906189,103.7007513
375 CLEMENTI AVE 4,1.318492987,103.7667016
375 CLEMENTI AVE 4,1.318488058,103.7667015
192 PASIR RIS ST 12,1.366247334,103.9590569
192 PASIR RIS ST 12,1.366247335,103.959057
157 YISHUN ST 11,1.432217901,103.8340914
111 EDGEFIELD PLAINS,1.396677886,103.9065791
23 BENDEMEER RD,1.317710415,103.862786
34 CASSIA CRES,1.3096407840000002,103.8844718
17 EUNOS CRES,1.323370149,103.9044037
17 EUNOS CRES,1.323370157,103.9044037
761 CHOA CHU KANG NTH 5,1.393077884,103.7478449
248 JURONG EAST ST 24,1.342273144,103.7401014
248 JURONG EAST ST 24,1.342273143,103.7401014
771 WOODLANDS DR 60,1.446765941,103.7979619
6B BOON TIONG RD,1.286545996,103.8308245
5 SEMBAWANG RD,1.441338571,103.8224106
5 SEMBAWANG RD,1.373157535,103.8279801
212 BT BATOK ST 21,1.347192811,103.7522173
140 BISHAN ST 12,1.344799671,103.8531065
140 BISHAN ST 12,1.344811486,103.8530933
988B BUANGKOK GREEN,1.379894363,103.8774062
980B BUANGKOK CRES,1.3797252969999998,103.8811333
860 TAMPINES AVE 5,1.355460347,103.9375956
787 CHOA CHU KANG NTH 6,1.3958203530000002,103.7477526
787 CHOA CHU KANG NTH 6,1.395820354,103.7477526
281 TAMPINES ST 22,1.347177014,103.9525872
183D RIVERVALE CRES,1.391450411,103.9087431
146 JLN BT MERAH,1.277848766,103.8308115
146 JLN BT MERAH,1.277837333,103.8308146
146 JLN BT MERAH,1.277747186,103.8309932
128 BT MERAH VIEW,1.282646752,103.8233271
695 JURONG WEST CTRL 1,1.34256318,103.7074222
803 CHAI CHEE RD,1.324109573,103.9225791
798 WOODLANDS DR 72,1.44371803,103.8036343
206 BT BATOK ST 21,1.346671926,103.7493835
206 BT BATOK ST 21,1.346671921,103.7493835
352 YISHUN RING RD,1.426462542,103.8449089
450 BT PANJANG RING RD,1.384528397,103.7724317
450 BT PANJANG RING RD,1.3845283940000002,103.7724317
195C PUNGGOL RD,1.401092071,103.9068312
195C PUNGGOL RD,1.401083422,103.906767
424 SERANGOON CTRL,1.348147389,103.8755908
407 SERANGOON AVE 1,1.34718613,103.8729682
407 SERANGOON AVE 1,1.3471861230000002,103.8729682
202B PUNGGOL FIELD,1.399234781,103.9042775
374 CLEMENTI AVE 4,1.319126186,103.7669837
727 CLEMENTI WEST ST 2,1.304624877,103.7638177
727 CLEMENTI WEST ST 2,1.30409371,103.7638179
727 CLEMENTI WEST ST 2,1.304345432,103.7633937
727 CLEMENTI WEST ST 2,1.30409371,103.7638179
111 ANG MO KIO AVE 4,1.37085149,103.8372982
111 ANG MO KIO AVE 4,1.370816346,103.836984
889 TAMPINES ST 81,1.349913483,103.9310495
603 HOUGANG AVE 4,1.3714360280000002,103.88584509999998
603 HOUGANG AVE 4,1.371466865,103.8862765
118D JLN MEMBINA,1.282681051,103.8265834
243 BISHAN ST 22,1.36108498,103.8446356
243 BISHAN ST 22,1.361084999,103.8446356
113 BT PURMEI RD,1.274770125,103.8269323
113 BT PURMEI RD,1.274770135,103.8269323
345 YISHUN AVE 11,1.428475919,103.844071
607 SENJA RD,1.382519651,103.7615163
341 CLEMENTI AVE 5,1.319120531,103.7690577
341 CLEMENTI AVE 5,1.319169017,103.769054
436 TAMPINES ST 43,1.359589666,103.9515908
401 FAJAR RD,1.380554321,103.7687304
588A MONTREAL DR,1.4503568340000002,103.8257267
209 JURONG EAST ST 21,1.337825465,103.7400934
209 JURONG EAST ST 21,1.33782546,103.7400934
621 WOODLANDS DR 52,1.43411192,103.79808
360B ADMIRALTY DR,1.44873829,103.8152321
218 YISHUN ST 21,1.432963645,103.8362376
586 WOODLANDS DR 16,1.42861439,103.794718
53 KENT RD,1.316525427,103.852092
278 BISHAN ST 24,1.35742582,103.8435412
3 HOLLAND CL,1.308208713,103.7966389
431D YISHUN AVE 1,1.4199690580000002,103.8469695
475B UPP SERANGOON CRES,1.375774046,103.8999657
530 BT BATOK ST 51,1.3561819919999998,103.7510934
22 JLN MEMBINA,1.284887947,103.8264446
871 YISHUN ST 81,1.413124593,103.8374214
631 JURONG WEST ST 65,1.343384813,103.6998259
631 JURONG WEST ST 65,1.343297102,103.700241
631 JURONG WEST ST 65,1.343057873,103.7001354
269A PUNGGOL FIELD,1.403149047,103.8989758
118 LOR 1 TOA PAYOH,1.339563017,103.8448936
349 YISHUN AVE 11,1.4261337509999998,103.8433915
405 BT BATOK WEST AVE 7,1.365764391,103.7453993
301 CLEMENTI AVE 4,1.322176495,103.7649121
2 EAST COAST RD,1.311908623,103.9234743
682 RACE COURSE RD,1.314277695,103.8556456
115 JURONG EAST ST 13,1.339791488,103.7355028
602 YISHUN ST 61,1.422547191,103.8363053
419 ANG MO KIO AVE 10,1.365346697,103.8541518
989B JURONG WEST ST 93,1.335872533,103.6948382
299A TAMPINES ST 22,1.3500052969999998,103.9539382
628 YISHUN ST 61,1.418078028,103.8369573
211A COMPASSVALE LANE,1.384655687,103.8992574
272A PUNGGOL WALK,1.403145259,103.900666
303A ANCHORVALE LINK,1.387078862,103.8907765
303A ANCHORVALE LINK,1.387078852,103.8907765
119 ANG MO KIO AVE 3,1.369563443,103.8446989
705 WOODLANDS DR 40,1.439756112,103.7961572
101 C'WEALTH CRES,1.308051592,103.8008428
270 TAMPINES ST 21,1.34963011,103.9486352
305 UBI AVE 1,1.329421112,103.9023175
305 UBI AVE 1,1.329279754,103.90217309999998
276 CHOA CHU KANG AVE 2,1.380117377,103.74417
276 CHOA CHU KANG AVE 2,1.3795686459999998,103.7443272
276 CHOA CHU KANG AVE 2,1.3795686390000002,103.7443272
4 TECK WHYE AVE,1.381939295,103.7528067
9 TOH YI DR,1.338304798,103.7735416
112 SERANGOON NTH AVE 1,1.369199969,103.8715888
804 KING GEORGE'S AVE,1.307875079,103.860792
829 YISHUN ST 81,1.4145407719999998,103.8333464
204C PUNGGOL FIELD,1.398033215,103.9030726
698A HOUGANG ST 61,1.375013784,103.8873377
202 ANG MO KIO AVE 3,1.36844644,103.8445163
202 ANG MO KIO AVE 3,1.368457523,103.8445153
2 REDHILL CL,1.284408461,103.8172628
864 WOODLANDS ST 83,1.440847279,103.7949912
59B GEYLANG BAHRU,1.3221260540000002,103.8679955
220 SERANGOON AVE 4,1.358741438,103.8722271
220 SERANGOON AVE 4,1.358739569,103.8722254
367 CORPORATION DR,1.337697823,103.7191457
